text,label
slow elevators great stay,1
great location great value,1
stayed week felt home boyfriend working explored city parks location union square great loads shops bus routes chinaown close felt safe walk rodel helpful great sollution question room wanted clean appointed nice bathroom plenty space expecting kitchen excellently equipped real bonus laundry facilities hesitate recommend park especially travellers budget maintain high standards,1
rooms view available privacy rabbit hole smartrooms works ipad steer equipment broken staff replacement ways control air conditioning commons spaces excellent modern lively feeling,0
small room required climb stairs 5th floor 6th top floor perfect location friendly helpful staff breakfast plentiful,1
bed mattress improved professionalism friendliness staff location property cleanliness property,1
rooms small noisy breakfast staff friendly helpful location theatres,1
excellent location friendly helpful staff,1
negative location spacious room,1
negative ideal milan car,1
breakfast terrible cost 25 low budget food spa discusting unclean steam room work properly saunano positive,0
personal ruth positive,0
room size comfortable bit lighting air conditioning system responsive handy aldwych east tube great spot area felt safe big city lots colourful markets shops nearby,1
negative staff extremely helpful friendly large comfortable room,1
locations bit train station bed incredible serve great,1
room great boat tube time food nice,0
travel chicago quarter business stayed dana past trips town experience topnotch times initial greeting awesome bellman tj friendly attentive checkin personnel rooms extremely appointed particularly enjoyed glass rainshower highend toiletry products bath add smart wood floorboards ipod docking station speakers keurig coffeemaker extremely comfortable bed make dana spa choice time visit chicago,1
air conno positive,1
western fancy clean great location helpful staff evening wine reception touch manageress makes effort chat make feel welcome city reasonable price,1
noise lift intrusive room hot buffet breakfast plenty choice,0
tiniest room close street sleeps close elevator stops location wifi,0
picked base check bicycle routes west side austin basic breakfast healthy options choose oatmeal fruit strongest coffee ive book rooms quiet beds comfy clean staff friendly check late finish bike rides shower checking,1
small room claustrophobic hot day positioned reception desk made feel helpful staff,0
media equipment slow tv functionality enoying slow channels choose paris watch tv room perfectly located frendly staff breakfast,1
elevators small room expectation staff reception great,0
disrepair restoration 3 star bathrobe dirty towels street noise deal location big bed,0
channels tv bed comfortable room past,1
air conditioner work reported desk clerk rudeand acted talking room cleaned night stay breakfast advertised joke bed sounded breaking moved tv controller falling held tape,0
chair desk room room small turn positive,0
negative booked family studio studio rooms spacious clean additional small room family studio air fully equipped kitchen appliances includes nespresso machine complimentary coffee capsules variety tea bags toiletries quality reception staff helpful providing information,1
herbal teas plugs bed priced single occupancy nice mood lighting bathroom nice hav bathrobes slippers tv guide work bed bath tub,1
stay 2 nights small room staff great niceno positive,0
basically forgot sunglasses checking room called front desk claimed found leaves desired positive,0
checking forever plumbing issues dust rooms location room service dinner,0
lacking fine details tlc bother hinder experience notice things great location comfortable small rooms descent slightly priced breakfast,1
air condition hot humid mainainance fridge hot shower leaking small room rabbit house ground rooms location staff act solve aircondition problem refuse change room maintainance repair ac,0
breakfast included bit expensive place 900mt metro station 300mt tram 30min reach duomo place great cool amazing design rooms big close trendy places restaurants navigli town loved stay,1
price room deluxe double bit tatty floor stains chipped wood hairs scattered tiny paying solely location staff pleasant room quiet 509 london radisson blu stayed chain favour style substance weird music lifts weird art statues signage reception stay stay marrioty canary wharf ronnie scott late show close location great soho,0
booked days verbally agreed confirmed hours told leave early double booked poor form relatively expensive experience travels clean albeit small,0
roomno positive,0
negative excellent trendy islington modern comfortable clean equipped rooms staff pleasant extremely helpful organised taxis left luggage,1
nice place minor problems experience sushi restaurant great food happy hour nice neighborhood safer mosts downtown area place,0
toiletries provided wish coffee offered room lobby super friendly staff breakfast amazing,1
negative coffee machine jura reception guests day,1
room albeit small alright 12 hour stay worked couple longer stay nonetheless slept bathroom tiny eaves 11 year gymnast presume rooms bathrooms larger express breakfast perfect plenty coffee juice delicious croissant served charming waiter excellent start day 7,1
water temperatures shower bit hard regulate briefly turn scalding seconds return normal big issue great location helpful staff cute room lovely personal feel,1
facilities refrigerator working bed loved staff location,0
staff arrival completely unhelpful room bed extremely small poorly located ground floor smells kitchen noise inside enquired upgrading pay extra despite rooms available checked online change rooms poor customer service strange attitude allowed upgrade received income satisfied customer location,0
importing cookies wifino positive,1
lady customer wether invoice check late customer signed bill customer advance shown special,0
price high tired rooms paid price huge difference rooms reception etcno positive,0
sign room choice pillows 4 hard left room sign 2 types room arrival assumed case staff friendly accommodating choice food breakfast room including ensuite clean tidy views plenty space clothes site parking 10 1 night stay worth paying convenience,1
negative town great facilities comfort,1
noisy room lots busses night windows stop noise sleep asked booking quiet room check checked quiet room confirmed room 90 dba street noise result location,0
small elevator slow positive,1
airconditioning work fantastic location facilities,1
sound street night design,1
slight odour room 208 diminish aircon active slight chaos breakfast area building staff,1
single person travelling room small stuffy bed side open window bath room clean staff pleasant breakfast vey,0
parking costs bit expensive 25 day bit extortionate paying guests breakfast great worth paying,1
poor bar area part proper closed residents 1030pm breakfast extra room rate expensive cooked options charged top aware tourist area local atmosphere evening attractive building trafalgar square plenty tourist spots walking distance day time visits polite staff,0
stayed crowne plaza wedding charlotte older sleep neighbors decided party tv heard called downstairs security noise continued experience crowne control guest wait check aware dogs allowedbut heard smelled service accomadate shuttle radius rooms clean back rooms lack sleep stay,0
breakfast area small table close sitting top room small open fully bed single mattress instead double mattress disappointed back positive,0
price breakfast staff amazing friendly,1
happy nice room nicely furnished clean guest friendly,1
tired breakfast included flat pillows uncomfortable mattress,0
negative located perfectly restaurants pubs shops short walk away tube needed theatre wetherspoons wanted grab bite definately back staff polite helpful rooms needed including fridge kettle microwave short walk river thames tower london,1
feel worth money room window view rubbish key card work positive,0
reception area modern rooms small shabby dirty rooms peeling wallpaper,0
bathroom bathroom dirty milk tv guide,0
broken fridge mini bar scuffed wallpaper hard pillows service restaurant appalling shown table waiter mumbled asked waiter stared pardon waiter continued stare walking away ordering waiter understand meant asked coke pepsi order 5 mins supervisor order messing god supervisor room service tasty food,0
negative staff friendly accommodating room spacious comfortable clean nice outlook park close proximity bus stops transport options,1
breakfast slightly chaotic waiting staff wonderful location great typically parisian,1
basement construction positive,0
bitten bunch flees heard sex night sleep thin walls thrilled bathroom set designed disabled bed comfortable,0
cleanliness dust room found small cocorouches room toilet location perfect,1
staff unfriendly fridge room nearby metro station supermarket nearby bistro undergroud parking,0
back morning staying nightshotel perfect location staying nice clean hotels manhattan place stay room needed domestos complete gutting wallpaper filthy peeling carpet dirty bathroom rotten smelt musty bar shame breakfast cost pieces bacon eggs beanstomstoast charge item extra rip walk mins lots cafes full english coffee,0
room small bearly move place luggage ventilation working cold air brought heater view room small place move smaller location employees friendly,1
negative located attractions casa batllo casa perdrera sagrada familia ramblas breakfast excellent lots choice great start day roof top restaurant fantastic great food great service great views helpful staff,1
covering big ten tournament columbus ohio opportunity stay red roof campus ohio state university enjoyable stay real complaints despite skeptical value red roof chain decent beds room clean made decent night sleep bathroom fairly small large traveler room free highspeed internet allowing travelers work room close highway downtown columbus located restaurants convenient hours stay decent stay,0
party roof everyday 1am advice avoid higher etages sleep earlier fresh unformal kind younger party travelers spacious rooms plenty leisure spaces restaurant bar,1
bar staff roof bar useless bar staff waited 5 mins table service continued busy cleaning glasses asked served place hide lazy staff made poor cocktails couple blocks holbon makes great spot tourist stay comfortable room higher floor london landmarks,0
carpets corridors dirty perfect comfortable beds extremely rich breakfast close beach,1
expect service restaurant indicated wait seated wait ages entrance time atmosphere unusual energizing,1
bathroom pine problem rest inside location close plaza catalunya,1
thin pillow available tea making facilities room restaurant completely disorganised breakfast find assistance things restaurant evening chaos waited half hour menu follow regard dessert coffee wonder find waiter food great totally uninspired favourlessno positive,0
room picture safe work shower bath tub plug work breakfast poor selection terrible prescribe stay absolutely terrible round gbb room picture safe work shower bath tub plug work breakfast poor selection terrible prescribe stay absolutely terrible round,0
room small dated positive,0
room chilly breakfast junior suite reasonable price worth extra space,1
furniture breakfast location,0
negative modern clean,1
staff disorganised building fragile restaurants food delicious,1
air conditioner experience summer positive,0
bedroom bit small location staff,1
disappointed pictures looked spacious actual booked hilton slightly comfortable stay worst experience unclean room details needed literally walking distance paddington station loads shops area,0
wifi expected kind assumed related amount guests time breakfast buff missed broader selection healthy food easy reach comfortable room idea big table desktop stay,1
cold ambience professional personnal cozy room clean dust higher levels proximity public transport restaurants nearby,0
lunch items pricey considering buffet style put staying including free water room fridge room facilities excellent,1
hair dryer room great location center close easy paris nord easy train ride room small cute nicely designed wifi works staff friendly helpful check,1
rooms extremely basic small superior room feel location breakfast quality pretty busy,0
small uncomfortable bed basic bathroom poor amenities room priced poor service ikons sky bar overworked skilled staff location,0
cleaning comfortable location,0
time stayed time room bigger nicer point book location clean breakfast,1
negative great location fast check check room small solo traveller staying nights great location early morning trip heathrow heatrhow express train departs paddington station steps,1
spotless great decor staff friendly modern interior design,1
room heating system radiator bathroom working arrived evening perks promised site genius late nice offer day matter principle set towels bathrobe set location navigli fun close city centre sights spacious room wifi nice patio back breakfast,1
negative fantastic feel quality clean friendly staff great food restaurant lovely pool spa,1
negative,1
tiny room microscopic bathroom breakfast included friendly helpful staff,1
cold smelly room privacy bathroomno positive,0
stated queen size room bed kingsize hilton hotels location train station,1
negative convenient olympia literally round corner,1
negative location,1
negative spacious room,1
maintenance bit spotty space theme dated staff busy bothered checked asked airport train specific information including departure times track number information turned incorrect resulting adventure wrong train catch plane made stayed overnight convenience traveling indeed convenient bed wonderfully comfortable,0
room size lil smaller expected staff impressive location convenient decor cool interesting,1
told booked check earlier 2 00pm arrival case pester rooms earlier 15 minutes poor customer service apparently upgraded room split level felt cramped value money appeared booking line location,0
brasserie menu stayed times years disappointed level quality,1
negative polite staff impeccably clean great shower comfortable bed 15 walk sacr ur,1
breakfast staffs nice helpful surprised simple gift cake birthday underground subway line karlzplatz stephansplatz,1
expensive sizes rooms rooms tiny 1 person room open fully hit bed small meet radisson blu quality facilities outdated stuck early 2000s universal sockets rooms definitely radisson blu location tube station close 3 lines,0
complain price breakfast hotels car parking real bonus room totally refurbished excellent free water fridge,1
nice coffee facilities room room size small comfy bed ipad control room fun,0
booked room 4 2 adults 2 kids 8 4 arrived told allowed book room 4 forced 2 rooms stay room honest,0
book double bed bed 2 single bed put positive,0
room looked dated tired window left open housekeeping staff november security ourp room lower floor poor lighting dim 4 small milks left days 2 wall hairdryer bathroom shower head leaking quiet sports bar food bar no14 bus stops,0
room lift ground floor specifically asked room higher cleanliness,1
room ready arrival hot location great paddington breakfast garfunkels great,0
proper reception desk couple small stands impression entrance correspond expectations street front entrance covered litter strong wind breakfast 4 offered excuse unmade bed staff friendly helpful location excellent pool facility great bonus,1
room small cleaning bar breakfast location,0
negative location excellent staff enjoyable food comfortable accommodation,1
negative absolutely breathtaking beautiful unique rooms comfortable attention detail great location great metro bus stations nearby,1
found accommodation amsterdam generally expensive expensive hotels stayed weeks europe currently renovating noise night early morning junior suite worked parents 17 year spacious comfortable beds location easy walking lots attractions breakfast ate night restaurant perhap expensive surrounding places food service,1
double room booked website single room key time receptionist realized double room pretty ridiculous 1 standing front desk move different room pay service day apologized gave nicer room 6th floor positive,0
extremely small rooms location lobby downstairs area nice,0
cheating staff charging location,0
small room small bed area,0
layout room furniture location,0
breakfast area small slept sofa bed knowing problems worst slept areas mattress sink due support preferred communication email previous day flight information reply despite located close attractions 20min walk metro stations makes easy move city located shopping mall apartment equipped wireless internet surrounding area quiet breakfast,1
location service comfort,1
spent days pictures rality extremely low qaulity asks room safe room gave floor high level noise lobby haad quiet noisy nightclub hear music night concierge gave wrong directions helpful stay,0
negative traveled 20 centuries stayed 100 hotels helpful wonderful ambience beautiful cozy clean great location heart paris great location room beautifully decorated large comfortable bed loved roof top terrace staff polite obliging helping locate restaurants attractions paris fault definitely stay time paris mr daniel gentleman friendly marie prinses marie cheerful nice helpful offer trip,1
option room service cold drinks tea coffee snacks bed huge comfortable room view spectacular bathroom amazing tram 13 takes straight dam square asked location easy hustle bustle home peace night,1
service noisy woke earlyno positive,1
description reads modern decor date fixtures date relative worn buildings area rooms dull lifeless cleanliness lounge area room faced street noisy breakfast awful breakfast room drab desk helpful answering touring questions stay location corner nice places couple bakeries pizza restaurant easy access tube sightseeing buses,0
dirty walls room cleaned front desk offer clean towels loction,0
personally bathroom separate room modern tea coffee facilities milk tv english channels news gorgeous quirky staff helpful spoke english room spacious clean put lot detail space theme great location short walk shops restaurants directions plenty options transport bus taxi train defiantly recommend stay,1
negative brilliant location southbank downstairs lounge bar living room great place chill rooms huge feel cramped bed comfortable enjoyed weekend break,1
negative staff lovely expected lovely spacious arrived early morning checked straight away rooms ready waiting,1
staff totally incompetent faulty towers place endured catalogue errors including money account 3 times net result totally ruined birthday complain staff competency impressed staying london saturday asked drinks order midnight questioned early snapped rude frankly shade aggressive stay booked march cancelling amazing modern equipped,1
negative room lovely size immaculate great views close wembley arena stadium restraunts plenty shops pleasant stay bed extremely comfortable staff fantastic amazing time back,1
location paris centre noisy staff friendly asked putting bill speak english nice size suite tea coffee facilities microwave fridge,0
food slightly expensive room laid,1
pale cups make coffee lack glasses wine champagne understated buff breakfast nescafe coffee disappointing despite complain internet connection work room internet lobby,0
stayed april couple friends ideal youre driving budget highway free parking couple minutes walk market square fiveten minute walk riverside nice pool hot tub attractive hotels san antonio youre budget,0
loved close eveeything,1
location rooms normal size service average room overpriced carpet extremely stained maid walked room checkout free wifi expected,0
definitely star standard fridge room needed leave baby food staff collect needed bathroom ridiculously small space place items sink asked pay room arrival bed comfortable,0
air conditioning stuck cold small room felt rabbit hutch walls paper thin easily hear room breakfast lots variety location,0
negative family room nice size,1
called pool gym poor expensive great location,0
rooms extremely small wardrobe usable hang wet hear shower running rooms location,0
small restaurant business facility,0
booked nights vegas shuttle picked wait lax delivered checkin quick efficient room clean smoking requested lift light bag big deal dennys food reasonable value free continental breakfast free high speedand internet car clean friendly value recommended,1
happy close o2 fact stop tube clean tidy highly recommend,1
dinner terrible inedible exhausted day back train tomato soup chunky sauce bits bread cesar salad expensive options close knew breakfast wins love breakfast space light airy choose love cake breakfast staff amazing breakfast,1
decor dark corridors stairways feels claustrophobic eye sight open windows relying staff excellent breakfast late 10 00am lovely staff comfortable bed,1
bathrooms small rooms felt depressing location great,0
negative perfect location close wonderful restaurants enjoyed close shopping walking distance eiffel tower staff friendly helpful bedrooms cool cosey enjoyed moment stay,1
air small room food dull expensive location staff,0
room small room move asked times tea sugar milk location,0
negative wifi fast reliable lots water shower clean bed comfortable,1
1 night elevator work room small locatin,0
negative staff friendly small requests breakfast baby bassinet provided advance heart vienna beautiful style feel back time sauna inform staff 30 minutes advance start,1
breakfast slightly hotter friendly service comfortable surroundings amazing beds,1
breakfast poor location room,0
warm room temperature lower 23 degrees opening window option busy road hear windows closed nice communal space relax evening spacious bright room great bed fact sockets bed easily charge phone night unplugging lamp,1
wificode room nice cosy room clean nice staff bit shy charming excellent location close typical parisien places breakfast room luxuruous hotels,1
tea making facilities room temperature room humidifier made side bedroom sodden noisy night humidifier turn hot pay fifteen quid teas coffees staff arrival,0
spa nice space showers working properly improve spa great space location perfect bed comfortable find spa nice,1
tiny bathroom air conditioner,1
staff 17th floor restaurant unpleasant day staff friendly nice front desk helped questions,1
room cold bit stark bath shower corridors ambiance pleasant great shower breakfast,0
fact give paper cups tea stay days refill teabags coffee sachets tea compartment ring reception bring tea bags coffee sachet bottle water kettle glass cup staying 4 mandatory room comfortable bed showers great plenty hot water needed anytime day,0
synthetic mix 100 cotton sheets hard pillow tiny bedroom cheap tacky decor 3 star definitely 5 star prices extortionate location,0
breakfast choice buffet 22 euros person considered money food choice find breakfast inconvenient staff helpful giving directions bus town,1
experience internet 3 days poor information staff welcome nice room,0
room small location royal decoration common area,1
negative amazing kind nice helpful perfect localisation,1
group robbed staff vague point direction police rooms small located iffy area positive,0
older facilities staffs kind gave different type room requested requested 3 times changing room view location cdg sites reachable subway 1 rer,1
rooms lack parking staff location,0
room great booked queen size bed state facilities bathroom poor mold silicon filler bathroom adjust temperature room generally great nice staff helpful attentive,0
room service running food taking long notice cleaners morning iron dirty stuck clothes enuf beds pool area availability residance treatments tv room atmosphere,0
negative great location friendly staff,1
stains carpet especially reception area bathroom bit tired basic toiletry products bed,0
room size bigger great location great rooms facilities clean,1
excellent location rooms nice clean quiet things walking distance needed taxi directions doormen polite friendly helpful subway close wrigley field instead taking cab traffic congested fields,1
negative staff excellent,1
room despite busy area breakfast location business tourist travellers,1
room clean bed sheet towels clean location,0
quality room bed poor pillow eachno positive,0
room smelled smoke allowed switch room window facing air vent location nice breakfast selection helpful concierge,1
checkout time bit early beer provided refrig encouraging,1
bar rooms lovely loved shower,1
carpets urgent replacement lots stained areas window benches dirty reception closed lunchtime positive,0
shabby restauration electricity plugs dangerous shower brooked evening told stuff day surprused things reparation love pool gym stuff thet stuff brilliant location top 10,1
location fine needed find find aways center covent garden depends underground 10 mins walk direction nice quiet setting courtyard terrace lovely summer quiet imagine pleasant staff bar restaurant breakfast evening comment,1
negative top standard excellent service relaxing,1
negative mercure opened recently coincided terrorist attack paris receptionist doubly glad american guests chose location due proximity cigale theater metro station pigalle makes easily accessible,1
problem bathtab night manager solving disappointed paid lot room positive,0
breakfast included price comforts rose welcome cozy quiet bathroom needed needed staff super friendly speaks english fluently,1
wifi slowest speed 0 5 1 megabytes connection unreliable browsing normal web pages difficult reported issue personnel told problem started monday waiting fix refund offered 560 pounds nights stay unreliable internet access acceptable location great earl court underground station 3 5 minutes front earl court station connections heathrow london downtown bed comfortable plenty pillows cook tea coffee room,0
stayed weekend disappointed older floor stayed desperate makeover carpet hallway leading room stained impressions carpet room gold swirl curtains large red stain bed comfortable room acceptable expected hilton price paid location great stay,0
negative comfortable beds lovely location silent area great staff,1
wifi working night helpful business trip front desk morning acknowledge issue wifi worse expect service experience previously consider alternatives centrally located convenient clean nice rooms,0
temperature room lower 20 degrees feel room warmer staff friendly helpful give special mention couple desk agents david albert check early check late,1
travel frequently york business stayed times location midtown nce neighborhood rooms recently renovated clean staff highly recommend,1
negative accommodating staff provided quiet room top floor elevator request great experience,1
room warm climate control slow respond adjustment great location facilities,0
1 robbed room housekeeper put cartier glasses check forget 2 wifi speed low money time 12 years milan stay 2008 chain jolly time,0
location metro metro barcelona fantastic grocery store food great staff,1
complementary tea coffee mars bar 3 50 excellent location,0
rubbishy stayed winter uncomfortably warm system overhaul prior hotter months appreciate lower windows opened due height local noise traffic risk upper windows facility issue location suite upgrade great staff ease check,1
cleaning staff poor woken stupid time morning suppose check cleaning staff knocked hassled 5 times left ordered room double bed single beds pushed happy rolling away constantly push back night selected wembley stadium view press window corner stadium finally bar closed early loved greeting made feel welcome great location,0
fault noise theduke york club opposite loud clean convenient,1
noisy damp bathroom room needing tlc lifts completely inefficient waiting time breakfast peak times complete joke location,0
smell room size room price small smelly overpriced rooms,0
small room fabulous location,1
slow internetno positive,1
poor sound proof perfect location district close metro,1
450 yards tube station partner struggled walk bed window cold water tap adequate breakfast,0
bit location,1
tiny uncomfortable room large room version cupboard breakfast fair amount fruit,0
bed felt legs charged clean room clean charged 5 bed felt legs time times felt springs,0
room couple things bit tired staff helpful sky bar great,1
majority staff needed smile realise paid serve customers chairs tables breakfast dirty pool sauna ridiculously small scrambled egg breakfast dry belief room small 2 spent 4 nights falling suitcases laugh husband asked ironing board filled room painting decorating including sanding happening bedroom 8am paint smell noisy cleaners time bathroom half decent,0
teensy tiny cramped room touted double adult small teddy bear chair tiny closet place suitcase rollaboards bed sideways wall inside person climb person calling double criminal breakfast premises blocks great location quiet side street minutes walk earls court underground station easy walk museums,0
entrance black washroom shower view,1
charged 50 pre authorised payments realised day frustrating call explain refund refunded days unnecessary error believe location comfort clean,0
smell drains overwhelming times hope unique room common theme great location tubes buses steps tiny room,0
noisy location,0
larger bed lot character,1
stay worst room road side sleep traffic noise forward big screen tv discover big time bit disappointed stay positive,1
negative great interior design absolutely amazing customer,1
situated unfriendly area huge crowds guests especially breakfast uncomfortable things possible change lovely time great service surprised big nice room expensive staff friendly helps big hear noise night,1
ordered smoking room felt entered room strong smell smoke television working fridge wait 2 days change room note disturb staff unlocking enetering room staff speak eanglish pool extreamly small space peaple breakfast,0
welcome drink whilst checking excellent breakfast wide range food choice stayed junior suite perfect relax hustle bustle city polite friendly staff clean modern central location close tourist attractions perfect,1
negative stayed jacuzzi suite fantastic great 15th floor terrace welcome city,1
bathroom shower overlooked bed toilet wardrobe cupboard lock extractor tv size utterly overbearing bright blue light tv shining bed preventing sleep hot room soda water bar close station alternatives,0
comfortable clean superb location reasonable parking charges,1
curtain missing allowed light shine ground floor room comfy bed,1
impersonal staff high tech cup tea location perfect meetings,0
negative love hotell staff location relaxin atmosphere,1
smell room extra worth costly upgrade location,0
negative helpful friendly stuff excelent communications,1
,0
bathroom staff great dimitar restaurant fantastic customer service,1
served snack area eat bartender washed glasses sat ate meals street bakery number guest lot glitz comfortable lobby coffee coffee buy continental breakfast 14 euros extras place free cookies uptown location 1 decent restaurant close choose clean shower safety handle shower potential injury hazard room clean seating chair desk beds hard,0
drainage poor shower surprised hear drainage sound room capacity private garage poor max 2 cars public garage 10 minutes foot special,0
construction elevator working bathroom lights flickered make room give fresh tea coffee called 2ce gave coupon drink bunbly mearby restaurant guess inconvenience reduced room fees,0
room size compared friends price service great,0
breakfast tiniest juice glasses location room bed,1
1 location tram stop 10 15 walk takes 30 minutes tram central station 2 room sound insulation hear bathing water sound upstairs mid night luggage pulling dragging sound early morning 3 call sevice center 10 30 inform room cleaning leave arrived room late night room cleaned day wifi signal,0
room small chair tatty room positive,0
negative loved room equipped staff including ironing board coffe making facilities provide 2 bottles water day,1
children limited hours poolno positive,0
bar prices extortionate priced staff rude abrupt points lot experience concierge service knowledgeable courteous,0
staff friendly called 15 minutes check remember leave give 4 stars lot facilities bathroom shower gel shampoo dental kit shaving kit location easy reach central train station clean,1
interior carpet room bit smelly place friendly staffs,0
negative location brilliant pretty mile walk form locations bars restaurants walk struggled food room service great lazy days fault reason,1
single supliments smallest room 275 00 night expect bottle water room cost 5 00 price include breakfast joke staff,0
room front noisy window needed sound proofing heard traffic night sleep lovely pool outdoor spa area big comfy sofa chill cocktail family room great size huge bathroom spa shower separate bath,1
beer flat time pint positive,1
negative great location run excellent housekeeping standards,1
room small reasonable price paris lot dust room room key work times back run 5 6 times key cards work bus metro station located front convenient,0
negative metro easy access touristy areas interest central station big hypermarket room toilet sofa bed big comfortable wifi fast small fridge basically instructions usage safe italian idea,1
room cleaning request close excel close dlr,0
front desk staff friendly helpful found breakfast bar staff housekeeping unhappy particularly coming rooms fully equipped needed stay clean modern comfortable,1
breakfast brilliant location helpful staff,1
issues power uncomfortable beds run appearance location friendly staff,0
hotels location theater district times square super markets breakfast rooms big staff friendly service rooms clean beds comfortable soft stayed day nice experience view,0
price space room due paris central paris gare lyon bit difficult walk customers walk cross tunnel,0
green tea lemon available breakfast breakfast limited eat bread pastry line 4 young front smoking back evening character standard chain product staff reception helpful,1
space premium paris rooms small due pick close city centre great value clean pleasant rooms helpful staff stunning view,1
location,1
noisy cleaning staff sunday morning massive amount noise nice rooms bar,0
mind small spiral staircase suitable elderly disabled excellent friendly service beautiful authenticity,1
window location,0
fire alarm 6 5 times positive,0
poo toilet occupied room initially concierge assistance abominable positive,0
space cases rooms high sided baths shower overhead hazard position great rooms decor charming huge chandeliers lots flowers common area lovely view canal floor staff excellent loved tiny bar breakfast pre dinner drinks,1
great position centre close walk sights hoho bus lovely day room public spaces friendly staff,1
pay wifi electrical sockets bed location,0
air conditioning rooms warm single standing noisy cool room booked twin room arrived double bed single converted sofa bed comfortable breakfast nice rooms traditional charming interior lovely wifi free speedy,0
queues check staff spending long individual customers service majority room service excellent heated cabinets courses warm needed extra hour visit parliament check extended pleasantly efficiently,1
negative clean location,0
negative staff polite nice,1
rooms date dark dark wooden walls close staff nice,1
mattress hard worse pillows firm thick comfortable sleeping side recently opened start july 2016 clean top condition minor teething problems friendly service minded staff aware impression funky decoration excellent breakfast,1
reception taking squabbling room young lady 101 115 wrote 115 101 crossed 101 tbey respect settlled 115 find view generator notice sleep noise window loud noisey tossed turned couple hours noise unbearable reception explain abd moved 211 room np view happy stay description room view cleanliness,0
wifi working resort lan cable staff private wifi dinner brasserie definitely overpriced table service poor room large bed comfortable bathroom,0
breakfast included room rate cost breakfast allowance skip view window yard filled rubbish bins window single glazing air conditioning units building metres away gave consistent loud night leading nights suboptimal sleep lobby looked nice bed comfortable wifi worked email streaming,0
heating system working room soft bed mattress location,0
room small tiny window wall opposite made room dark light sunny felt claustrophobic excellent location,0
fridge room bit noisy locate switch turn minor fault nice comfortable room noise,1
bill itemised idea charge individual items drinks luxury bed friendly staff forthcoming beautiful,1
room tiny advertised room dirty staff friendlier leaving day,0
negative stay delightful staff superb credit doyle group,1
boston plaza ideal location shopping siteseeing eating day conference restaurants nearby conference rooms bit spread grand ballroom bit dark staff courteous helped give suggestions sight duck tour absolute return boston long weekend family definately stay plaza,1
negative paris excellent facilities clean lovely staff round corner metro brilliant visit paris,1
doorknob weird part detached doorknob close pulled manually looked wrong shower properly cleaned black tracks bacteria white silicon glue nice additional blankets room temperature hard adjust breakfast 200 underground transportation station polite staff nice rooms nice beads decent interior rooms value great underground garage low price neighborhood beautiful view pay,1
long queues reception check check apparent desire address issue breakfast forever arrive fact long leave eating bed comfortable room size espresso coffee machine provided room,0
negative expect,1
shower faucet falling water floor bathtub floor slippery rubber mats daughter slip bath shower tub towels day guests room lift broken eventually repaired walk 12 flights stairs problem signage lift order slow coming beds comfortable pullout sofa bed room clean plenty teas coffee milk cup,0
internet big problemno positive,0
center action ny accesible subwayvery quietvery servicea expensive suitable internet free connect times square free wifiparking night icon parking half block inout benefitremember validate ticket front desk special rateto unload load luggage space reserved front ave times occupied employees itkeep mind reception floormain entry controlled security person leads elevators front desk floor,1
location great minute time square walking restaurant deal deal ate alot nearest subway minutes walking small restaurant inside open pm coffee treatment night landing jfk reason reserved room sleep smoking room istead experience day replaced room smoking room,0
returned find knife hand bags reception worth notifying police suspect reception skimmed credit card location,0
bedroom small dark bathroom smaller put twin room requested double advised book directly time online welcome note desk room addressed different client experience weekend break location alright,0
room small location early check late check,1
great staff start finish fact leave luggage hours checked fantastic food breakfast superb room clean coffee tea supplies,1
booked double room king size bed noticed bed single beds linked moved night inconfortable sleeping 10 rooms totally 2 properly king size bed 3 suites problem location design staff nice terrace quiet,1
waiters hurry spent time customer jumping breakfast spread,0
failure room ready early check time repeated failure commitments room ready yeahno positive,0
interieur hairdryer electricity breakfest,0
standard double pretty small althouth neede love bit bigger room location convenient 2 3 easy walk victoria station 1 walk big shopping center find kinds restaurants shops,1
bathroom unpleasant smell assuming building friendly staff,0
negative location great close hofburg metro stations,1
photo walls scary photos woman change photos,0
stayed hotels area cheaper price location easy find parking nearby staff helpful room comfortable shower bath excellent stay offers prices,1
spa sport room inside breakfast dinner included recommend opposite milano centrale station place start trips city italian swiss areas train rooms bathroom big clean beds noise protection,1
lack bar early evening room entrance tired friendly staff clean adequate wanted,0
room meant superior room small train roared past ten minutes carpet thread dirty location easy access central london nearby tube station,0
room small cupboard space position fantastic value money friendly staff,1
classified 4 star felt lucky 3 star staff friendly helpful close barcelona stadium close city easy catch bus city centre,0
quiet day jacuzzi closeness tube leisure facilities staff,0
gym facilities location,1
cost breakfast decided cancel eat local fantastic mayfair cafe tired bedrooms attending stayed numerous occasions future meant 4 star location,0
tired priced,0
staff bed location,0
facilities bathroom outdated tv room bathroom clean staff helpful rooms large comfortable beds location unbeatable,0
booking list managed solve gave privileged room nice positive,0
negative helpful staff great location great value,1
negative location great close train station staff friendly exceptionally helpful,1
rooms outdated triple room small bathroom tiny hear traffic sirens night 6th floor sleep night stay due traffic noise noisy guest slamming corridor room food service quality poor disappointed feel deserve 5 start title premium prices premium quality stayed grange london absolutely fabulous aspects recommending grange holborn location point,0
dislikes staff members helpful friendly,1
breakfast selection impressive 4 star small room despite choosing luxury room nice location street hyde park,0
negative breakfast,1
robes cosy towelling long sleeves ear buds water room large rooms comfortable bar nice breakfast room comfortable room,1
