text,label
 BREAKFAST HERE I SAW THE TINIEST JUICE GLASSES  LOCATION ROOM BED,1
 1 the location is a little far from the tram stop for about 10 15 min walk and it takes about 30 minutes for tram to get to the central station 2 the room s sound insulation is not good enough cause we can hear the bathing water s sound from upstairs in the mid night and luggage pulling and dragging sound in the early morning 3 we call the sevice center at 10 30 am to inform our room need cleaning after we leave but when we arrived the room late in the night the room hadn t been cleaned during the day  wifi signal is good,0
 Room very small chair tatty in the room No Positive,0
No Negative I loved everything The room is equipped with all the necessary staff including the ironing board and coffe making facilities They even provide 2 bottles of water per day ,1
 Children were very limited in the hours they could use the poolNo Positive,0
 The bar prices where extortionate to say the least everything was over priced the staff where very rude and abrupt These points do take a lot from the over all experience of this hotel  The concierge service was very knowledgeable courteous ,0
 Staff not that friendly called us 15 minutes after the check out to remember that we have to leave I wouldn t give it 4 stars as it doesn t have a lot of facilities in the Bathroom i e only shower gel no shampoo no dental kit or shaving kit  Very good location easy to reach from the central train station Clean hotel,1
 Interior quite old and carpet too room have a bit smelly Quite place and friendly staffs,0
No Negative Everything Location was brilliant pretty much a mile walk form all the main locations Bars restaurants everywhere you walk so never struggled for food Room service was great on those lazy days as well Could not fault this hotel for any reason ,1
 For a single supliments I got the smallest room I have ever seen For 275 00 a night I would expect a bottle of water in the room It cost 5 00 This price did not include breakfast Really a joke All staff,0
 Our room was at the front of the hotel and very noisy the window s needed sound proofing as we heard the traffic and didn t have a good night s sleep Lovely pool and outdoor spa area big comfy sofa s to chill out on with a cocktail Family room a great size with huge bathroom with spa shower and separate bath,1
 Beer was flat every time i had a pint No Positive,1
No Negative Great location well run hotel with excellent housekeeping standards ,1
 The room was very small but maybe reasonable for that price for a hotel in paris A lot of dust in the room The room key didn t work two times when we came back to the hotel We had to run up and down 5 or 6 times because the new key cards didn t work  The bus and metro station are located just in front of the hotel Very convenient ,0
No Negative Near metro which allows easy access to touristy areas of interest and central station There s also a big hypermarket if you need anything Room toilet sofa and bed are big and comfortable Wifi is fast and there s a small fridge Basically everything s good except for the instructions for the usage of safe is in Italian I have no idea how to use it ,1
 No room cleaning even after request  Close to Excel close to DLR,0
 The front desk staff were friendly and helpful but we found the breakfast bar staff and housekeeping to be unhappy and not particularly forth coming  The rooms were fully equipped with everything needed for our stay It was clean modern and comfortable ,1
 Breakfast could have been better Brilliant location helpful staff,1
 Issues with power going out uncomfortable beds run down appearance Location and friendly staff,0
"the hotels location is the best. it is near to the theater district and times square. there many super markets near it. the breakfast is good the rooms are big. the staff is very friendly. the service is also good . the rooms are also clean. the beds are comfortable and soft
we stayed here for a day. it was a nice experience. the view is also good.",0
 The price and the space of the room but it s due to Paris central  It s next to Paris gare de lyon But it s a bit difficult to walk because the customers need to walk further to cross the tunnel ,0
 No green tea with lemon available at breakfast Breakfast limited if you do not eat bread or pastry Line of 4 young men across the front door of the hotel smoking when I came back one evening  It has character and is not standard chain product Staff at reception very helpful ,1
 Space is at a premium everywhere in Paris and the rooms were quite small due to this May not be the best pick if you need to be close to city centre  Great value clean and pleasant rooms helpful staff Stunning view ,1
 Nothing Location,1
 Very noisy cleaning staff Sunday morning was a massive amount of noise Nice rooms and good bar,0
 I didn t mind the small spiral staircase but it was not suitable for elderly or disabled Excellent friendly service and beautiful authenticity to the hotel,1
 There was no window Location,0
 Fire alarm going off at 6 am 5 times No Positive,0
 There was still poo in the toilet when we first occupied our room Initially concierge assistance was abominable No Positive,0
 There was no space for cases in the rooms and the high sided baths with shower overhead were we thought a hazard Position was great and rooms and decor were charming Huge chandeliers lots of flowers in common area We had a lovely view over the canal floor staff were excellent and we loved the tiny bar which we used for breakfast and pre dinner drinks,1
 Nothing  Great position out of centre but close enough to walk to the sights or use HOHO bus Lovely day room and public spaces Friendly staff ,1
 having to pay for WIFI no electrical sockets near to bed location,0
 No air conditioning and rooms were very warm only a single standing fan which was noisy and didn t cool the room well Booked a twin room but when we arrived it was one double bed and one single converted sofa bed which was not very comfortable Breakfast was nice the rooms were traditional and charming and the interior was lovely WiFi was free and speedy,0
 The queues to check in many staff just spending far too long with individual customers good service for one not for majority Room service was excellent with heated cabinets to keep all courses warm We needed extra hour to visit Parliament and check out was extended pleasantly and efficiently ,1
No Negative Clean Good location ,0
No Negative The staff is very polite and nice,1
 Rooms could be a little more up to date a little dark with dark wooden walls That it was close to everything staff were nice ,1
 The mattress was too hard and worse the pillows were too firm and much too thick to be comfortable sleeping on your side  Very recently opened hotel start of July 2016 so everything was clean and in top condition Some minor teething problems still but the friendly and service minded hotel staff is aware and we have the impression it will be taken care of Funky decoration Excellent breakfast ,1
 Reception were taking were squabbling between each other about our room the young lady said 101 but the you man said no 115 he then wrote 115 and 101 then crossed out 101 tbey had no respect for each other We settlled in to 115 to find our view was a generator or sometime We didnt take notice until we tried to sleep the noise outside the window was loud and noisey We tossed and turned for a couple of hours until the noise was unbearable We went to reception to explain abd moved us to 211 room was ok however still np view Not a happy stay Maybe the description should say room with no view  Cleanliness ,0
 WiFi was not working We had to resort to a LAN cable or to the Staff s private WiFi The dinner at the brasserie was definitely overpriced Table service was poor  Room was large bed was comfortable bathroom was good ,0
 Breakfast was not included in the room rate and cost more than my breakfast allowance so I had to skip it The view from the window was of a yard filled with rubbish bins The window was single glazing There were several air conditioning units on the next building a few metres away which gave a consistent loud hum all through the night leading to two nights of suboptimal sleep  The lobby looked nice The bed was comfortable The wifi worked well enough for my needs email and streaming ,0
 Heating system was not working in our room soft bed mattress  Location,0
 Room was very small with only a tiny window looking onto wall opposite this made the room dark and we had to have the light on even though it was sunny outside I felt claustrophobic  Excellent location,0
 Fridge in room was a bit noisy and could not locate a switch to turn off as we were not using it but this is a minor fault  Nice comfortable room No noise from outside ,1
 Bill was not itemised had no idea what the charge was for individual items drinks Luxury bed Friendly staff Very forthcoming Just beautiful,1
 Room was tiny and not as advertised Room was dirty Some staff could have been friendlier Leaving the next day,0
No Negative everything about our stay at the hotel is always delightful the staff are superb and a credit to the Doyle group,1
"The Boston Plaza was in an ideal location for shopping, siteseeing and eating. During the day we were at a conference and the Hotel had many restaurants nearby. Our conference rooms were a bit spread out and the grand ballroom was a bit dark. The staff was very courteous and helped give us suggestions for sight seeing. The Duck tour is an absolute must. I would like to return to Boston for a long weekend with my family. I would definately stay at the Plaza again.",1
No Negative If you are going to Paris this is the hotel for you Excellent facilities clean lovely staff round the corner to the metro everything you need for a brilliant visit to Paris ,1
 The doorknob was weird There was one part that detached from the doorknob The door would not close unless pulled manually looked like something is wrong Shower was not properly cleaned and there were black tracks of bacteria around the white silicon glue It would be nice to have additional blankets in the room temperature was hard to adjust Breakfast could be better 200 m from underground transportation station polite staff nice rooms nice beads decent interior of the rooms value for many great underground garage low price the neighborhood is not the best so you don t get beautiful view but for what you pay you get more than enough,1
 Long queues at reception on check in and check out with no apparent desire to address the issue Breakfast took forever to arrive in fact so long that we had to leave without eating  The bed was very comfortable and the room was a good size Espresso coffee machine provided in the room was a plus,0
No Negative It was all you would expect ,1
 the shower faucet kept falling off the water went every where over the floor bathtub floor was very slippery even when we used the rubber mats My daughter did slip in the bath shower tub Had to ask for more towels on the first day because there was three guests in the room The lift was broken but it was eventually repaired we had to walk down 12 flights of stairs no problem with that but the signage saying the lift was out of order was slow coming  The beds were very comfortable even the pullout sofa bed The room was clean Plenty of teas coffee and milk but no third cup ,0
 internet was a big problemNo Positive,0
"In this hotel you are in the center of the action in NY and is very accesible by subway.Very quiet,very good service.A little expensive but very suitable.
Internet is not free but you can connect to the Times Square free wifi.Parking is $-- per night in an Icon parking at half block from hotel without in-out benefit.Remember to validate the ticket at front desk to get that special rate..To unload and load luggage you must use the space reserved in front of the hotel in the -th ave, mostly of the times is occupied so get help from the hotel employees to do it.Keep in mind that the reception is in the third floor.Main entry, which is controlled by a security person, leads to several elevators that take you the front desk in the - floor.",1
"First of all the location is great, it is - minute from the time square walking.
There is a good restaurant near the hotel in which they have a deal there, we used this deal and ate there alot.
The nearest subway is also - minutes walking from the hotel.
They have a small restaurant inside the hotel which is open between -am to -pm, has a good coffee and treatment.
We got there on night after landing in JFK, for some reason they didn't reserved our room and we had to sleep in a smoking room istead of a non one. That was the bad experience when we got there but the day after they replaced our room with a non smoking room and from then, everything went ok.",0
 Returned to find a man with a knife in his hand going through our bags Reception didn t care and didn t think it was worth notifying police Also suspect reception skimmed our credit card Location,0
 The bedroom was small and dark The bathroom could not have been smaller We were put in a twin room having requested a double We were advised to book with the hotel directly next time rather than online The welcome note on the desk in the room was addressed to a different client Not a good experience for a weekend break  The location was alright ,0
 Room is very small  Location early check in and late check out ,1
 I liked everything Great staff from start to finish they could not have done any more for us the fact that you could leave your luggage for a few hours after we checked out was fantastic the food at breakfast was superb the room was very clean and coffee and tea supplies were very good th,1
 We booked a double room with king size bed and we noticed that the bed was done by two single beds linked together which moved all night it was very inconfortable for sleeping They have 10 rooms totally and only 2 of them have properly king size bed even 3 suites have this problem  Location design of the hotel staff very nice terrace placed in a very quiet are,1
 Waiters were in a hurry could have spent more time per customer always jumping to next  Very Good Breakfast Spread,0
 Failure to get the room ready for early check in time Repeated failure in commitments on when the room would be ready YeahNo Positive,0
 The Interieur is very old when I used the hairdryer the electricity was gone  The breakfest was very good,0
 The standard double is pretty small and althouth it had everything we neede i would love to see a bit bigger room The location of the hotel is very convenient Its 2 3 min easy walk to victoria station and its like 1 min walk to a big shopping center where you can find all kinds of restaurants and shops,1
 The bathroom unpleasant smell I m assuming it s an old building Friendly staff,0
No Negative Location is great Close to Hofburg and metro stations ,1
 Photo of walls Scary photos of woman They must change the photos  Nothing ,0
 I have stayed in hotels in this area which are just as good for a cheaper price  Good location and easy to find Parking nearby Hotel staff very helpful Room was comfortable Shower and bath excellent Would stay again if there were offers on the prices ,1
 There is no spa or any sport room inside Breakfast and dinner were included but I don t recommend it  Hotel is right opposite to Milano Centrale station it is a good place to start trips by city or go to other italian or swiss areas by train Rooms and bathroom were very big and clean Good beds and noise protection ,1
 Lack of bar early evening Room and entrance looking very tired  Friendly staff Clean and adequate for what we wanted ,0
 The room was meant to be a superior room however it was small a train roared past every ten minutes and the carpet was thread bare and dirty The location easy access to central London and nearby tube station ,0
 one room small cupboard space position fantastic good value for money friendly staff,1
 the hotel was classified as 4 star We felt that it was lucky to be 3 star  The staff were very friendly and helpful It was close to Barcelona Stadium and although it was not close to the city it was easy to catch a bus into the city centre ,0
 No where quiet to sit in the day Would have liked a jacuzzi Closeness to tube Leisure facilities Staff,0
 Gym facilities not so good Location,1
 Cost of breakfast decided to cancel at eat at a local fantastic Mayfair cafe Hotel is now looking tired bedrooms need attending to We have stayed here on numerous occasions but will be trying somewhere else in the future Meant to be a 4 star hotel not any more  Location ,0
 All The hotel is tired and over priced,0
 Staff bed Location,0
 The facilities in the bathroom were outdated as were the TV s in the room the bathroom didn t seem very clean  The staff was very helpful and the rooms were large with comfortable beds The location is unbeatable ,0
 Our booking was not in the hotel list They managed to solve this and gave us a privileged room This was nice No Positive,0
No Negative helpful staff and great location at great value,1
No Negative Location was great as close to train station Staff were friendly and exceptionally helpful ,1
 Rooms are really outdated We had triple room but it was very small and bathroom was tiny You can hear the traffic sirens at night even on the 6th floor Did not sleep during the two night stay either due to traffic noise or noisy guest and slamming of the corridor door just outside our room Food service and quality is poor Overall really disappointed and feel that this hotel does not deserve the 5 start title Premium prices for less then Premium inn quality We have stayed in other Grange hotel in London and it was absolutely fabulous from all aspects Will not be recommending Grange Holborn to anyone  Location was good that s about the plus point there is for this hotel ,0
 No dislikes Staff members were very helpful and friendly,1
 Breakfast selection was not impressive for a 4 star hotel Small room despite choosing a luxury room  Nice location right across the street from Hyde Park ,0
No Negative The breakfast,1
 Robes could have been more cosy towelling long sleeves No ear buds No water in room Large rooms Comfortable bar and very nice breakfast room Comfortable room,1
No Negative Everthing was very good The acomodition is so comfortable ,1
 lobby with a strange athmosphere very small pool pool not heated Gym wasn t ready mistakes in final invoice a bit off site Nice Rooms expecially nice bath nice roof terrace with bar,0
 Nothing could have been better  The staff were fabulous warm welcome when we arrived at the hotel where someone showed us to our room helped us with many other things such as helping us planning the day to the Eiffel Tower The room was really clean and the bed was really comfy ,1
 The bedroom upgrade why did the website no tell you about this  The location was as good as you would have wanted ,1
"This hotel exceeded my expectations. The location is great--three small blocks up from ferry terminal, within easy walking distance of Pioneer Market (it's longer, but still very walkable to Pike's Market) and several fun Irish Pubs right down the street. The beds were SUPER comfy, the rooms fairly small (it is an older building--quite historic), and I loved the French Press Starbucks in the room. You've GOT to try the Piroshki place right next door...unbelievable for breakfast in the room with the coffee. The staff was accommodating, friendly, and helpful. The lobby downstairs is pretty, with a fairly popular-with-the-locals happy hour, especially on Fridays after the work crowd gets off. I'd easily stay here again!",1
 They charged us 3 50 pounds to use the pool and fitness room the rooms are super small and there was no wifi for the first 2 days of our stay and when they did get wifi the connection was super slow I would not stay at a crown plaza again  the location,0
No Negative Very friendly staff extra warm welcome while checking in Felt like you were expected there anytime Breakfast had a wide variety tasty The room was cleaned every day It had a romantic setting when we arrived ,1
No Negative great location highly reccomend ,1
 Poor fitness room Small room for a twin roomNo Positive,0
 Room size terrible especially for the hotel rating there was hardly any space to walk by the bottom of the bed Cost to stay there is really expensive and is not matched by the standard of the room Will never stay here againNo Positive,0
 The restaurant staff was inefficient slow and untrained Order pancakes for breakfast and they were microwave reheated and over cooked Asked the reception to find us a taxi after waiting for 20 minutes and asking 3 times of the eta of the car finally arrived a car that charged us 11GBP to go 1 mile When I told the driver that we have paid 5 GBP for the same trip he told me that it was a special service working for the hotel I was not informed when I asked them to book that it was nothing else than a black cab Very disappointing  The cozy feeling of an intimate hotel The resident cat was very cute but beware if you are allergic Towels fluffy good bed and good pillows ,0
 No fridge in the room The room size shower,1
 the fact that it was so small toilet paper e g not in reach of toilet  location,0
 Dirty torn blankets with holes and burnt black marks by cigareetes were on the bed in the room  Location,0
 loud next to DLR windows didnt shut  the price,1
 I had a twin room Beds are awful Really narrow  Nice location and quiet,1
No Negative My girlfriend and I stayed here for five days from Jan 1 to 6 We love Hotel JL76 A LOT Staffs here are all very friendly and helpful The location of the hotel is ideal for people who love museums Rijksmuseum and Van Gogh Museum are just few minutes away The hotel Room is very cozy we love its massage bath tub especially after a whole day activity outside Definitely will come back again and recommend to friends ,1
 The bathroom could have been cleaner around the bath as well the curtain shower The shower head would not stand u Our room was the perfect size with a large double bed and plenty of storage,1
 Got robbed by housekeeping big amount of money and got the police Still case not solved and no cctv in hotel corridors It s a big downgrade for the hotel management  Location,0
 The TV didn t work a socket didn t have the safety cover on the magazines were out of date and only 1 soap when it was a double room But maybe that s standard in a 5 star hotel Also a socket didn t work The inner curtains had holes and the bedding had a stain  The scones were nice that were part of the afternoon tea and the staff mannerism couldn t be faulted They were great ,0
 Location was far from the town  Stuff are helpful ,0
We have just stayed at crosby for - days. What a disappointment vs thompson and mercer where we have stayed before. First we found contact lenses in glasses in the minibar (management offered us the breakfast to compensate). More important service level for this price (--- dollars the deluxe) is totally insufficient. Concierge were hardly polite in our email exchanges prior to arrival. And completely useless to book the right spots in nyc. This is the kind of hotel where you don t feel you re a guest. Just a customer. They got something wrong here. Not a goodbye when you leave. Nothing.,0
 Was unable to sleep due to faulty air conditioning unit within the room which staff were unwilling to assist or relocate The manager only got involved upon leaving the hotel and was also was not helpful and only used my negative experience as an attempt to try and get me to pay to stay again Do not stay here  Looked very nice,0
 Rooms not well lighted you cant do any reading Lifts so small that either you fit in or your luggage both cant  Nice Place Reasonably central ,1
 Bathroom could be better cleaned The location is quite good and close to Centrol Station ,1
No Negative The bed was comfy and the room was big and comfortable,1
 Can t say anything The bed was very comfortable Great location easy to reach the city centre and central train station ,1
 Wifi wasn t that good Nice sized room quiet and well located ,1
 Not enough air in the room Lights by my bed,0
 woken up at 7 30 by the fire alarm 2 times no fire room had stains No Positive,0
 I didn t like the service at all the enter the room without my permission and switch on all the lights and ask me to check out as I have to chech out in another day it was so bad I didn t like it at allNo Positive,0
 A staff member was very rude Nothing,0
No Negative Bar on floor 18 Friendlyandvery helpful entrance staff Excellent stay ,1
 The room which we were in was a standard one needs a revamp There was black mild on bathroom tiles if any older persons were stopping in that room it s very difficult to get into the bath  The entrance ,0
 I was in a room where all i could hear was a lift going ip and down constantly like a plane taking off View from top,0
 We had a pizza in your pizzeria on the evening of April 12th The base was soggy and undercooked The toppings were tasteless Probably the worst pizza we have ever had It cost us about 10 00 which I would like refunded The marketing ploy of advertising relatively cheap accommodation i e without a window And offering an upgrade for 20 00 per night is somewhat we could have done without  It was an OK experience apart from the comments below,0
 no view from hotel late check out not accepted can be improve,0
No Negative Great shower nice compact room some would say small but was clean well finished and had everything you need TV and room specifics free WiFi was a huge plus plus plenty of data and electrical outlets ,1
 My own stupidity at getting off the wrong Metro Station IT s NOT BERCY Metro its the next one my bad not the hotels It was just perfect and gave us the opportunity to see the modern Bercy Village a real treat of homeliness in addition to all the sights of Paris schedule in your Diary to have dinner there one evening a real buzzing place,1
 uncomfortable pillows great breakfast,1
 Parking in the area is an issue during the weekdays but is free in the weekend Saturday after 13 30  The location was excellent just beside the underground station Breakfast was really nice and in convenient hours ,1
 The room was clean but a little tired With out the facilities in the room to make a cup of tea i Felt a little short changed  We arrived around 11am 3 hours before check in However they allowed us to check into our room and prepare for the day ahead which was great The staff made us feel very welcome You ll find an iron and ironing board in the room and a quality breakfast down in the restaurant ,1
No Negative Good location clean and friendly,1
 Rooms with open toiletsNo Positive,0
No Negative Staff not friendly especially the reception fat lady,0
 There was a lot of noise from a party The pipes were also noisy The hotel was very bland and cold looking all the original features seemed to have gone  The staff were attentive The bed was comfortable The water was hot and powerful ,1
 The facilities and housekeeping was deficient The location was good easy access to local transport and within west end ,0
No Negative Beautiful decor great staff fantastic food clean and such a convenient location We liked everything thanks ,1
 Nothing at all I have been staying here for 5 years now and will continue to stay here Excellent Staff gave the best recommendations Great breakfast Super comfy bed Excellent location as well,1
 Reception not very friendly and we were given a room with a crane outside the window after we had been asked if we would like a room with a view  Location and hotel was very good,1
 The bathroom It was a SSS bathroom no proper separate shower toilet sink and shower all in one room There was a constant strange odor in the bathroom that made it unpleasant The room had too much furniture and it was a tight squeeze The couch was right in the walkway entrance to the room so you had to shuffle around it to get to the bed very strange layout  The breakfast nice selection of food The staff friendly helpful location internet,0
 The size of the less than single bed pushed up again a single glazed window  Location close to both the station and Goodge Street ,0
 Service was atrocious at the bar area Very unhelpful restaurant manager  Reception staff were very good ,0
No Negative The most comfortable bed I have ever slept in and the staff were incredibly attentive ,1
 The bar and restaurant manager needs to understand customer needs Why close at 10 pm when guests ars returning from shows  This is an OK hotel recommended to me as being good value Reception staff were excellent Breakfast was not flexible if you only wanted toast an coffee ,1
 Nothing I didn t like Location,1
No Negative All,1
No Negative Very very small rooms Bathroom with no supplies as cotton toothbrush ear buds ect not as all other 5 hotels you have to keep asking ,0
No Negative Very quiet rooms,1
 Small gym Few equipment Bathroom was small Beds are too soft It s just a foam like mattress on top of a divan For a four star hotel is not acceptable Water pressure for shower was low Breakfast spread was acceptable but not great  Excellent location Close to restaurants and shops and the museums and tram stop nearby Yet away from the main city centre Bus from airport stops right across the road 5 bus fare Canal cruise starts at the hotel doorstep Very nice steakhouses nearby Lovely restaurant for breakfast Room was big and aircon was good Very clean bathrooms,1
 Breakfast should be included in price Friendly staff Good communication,1
 Should be more clean breakfast was not so good  Location is good 10 mins walk to city center tram stop is nearby ,1
 Size of the room in comparison to the picture  Staff was frendly breaking was excellent ,0
 A bit noisy old fashion At almost 20 the breakfast is definitely not a good deal  Convenient if one arrives departs from the Montparnasse station,0
 The bathroom the bathtub had a glass structure for showering Well it s quite clumsy to get into the vtub because of it No Positive,1
 The sky bar snacks were limited in selection and not as appetising as I expected Also when showering the water was not at constant heat set by myself or partner and would often fluctuate between hot to tepid was that much of a pleasure although we were still happy to just get on with it  A spacious and welcoming reception in foyer with approachable and knowledge staff at front desk The hotel room was clean and the bed was very comfy ,0
No Negative Bed was comfy staff were friendly and the food was very tasty too ,1
 They charge me double on my credit cards and they said they will returns it but until now they didn t 950 on they check out they charge for things I didn t take it from the min bar  Location and hotel entrance ,0
 I didn t like having to leave but it s hard to blame that on the hotel  Literally everything This was my 9th visit to the city and this hotel has every element you look for in a fantastic place to stay Best room best staff best ethos and all round best experience I have had ,1
 For those light sleepers you will hear the Saint Paul Cathedral bells chiming No free breakfast as in many hotels these days and the cost of the breakfast was high for what you got  Convenient location Hop on hop off tour buses stop right in front of hotel Free coffee espresso tea and cookies in lobby lounge ,1
 After 10 days the breakfast became very boring same choices everyday Also didn t like that there was only fat free yoghurt and the fruit was fairly bland tasting would have been nice to have fried or poached eggs for a change  The location and the friendliness of the Staff who all seemed to be Spanish ,0
 The pastries at breakfast were the one weak feature Good sized room,1
 I asked for a quiet room a week in advance and was given a noisy room close to an external building which is undergoing refurbishment It started everyday 8am they could have put me in a quiet room facing another side of the hotel  Location Wifi Facilites Cleanliness ,1
 It was too noisy in the night and early morning couldn t sleep all night toilet and room weren t clean as per the standard its a 2 star hotel  Nothing much ,0
 Minimal wifi in the bedroom  Amazing attention to detail Our stay was made special Food was 5 friendly helps full staff that can t do enough to help you ,1
 Nothing A lovely message left wishing happy birthday Balloons cake bottle of prosecco Such a lovely gesture,1
"We enjoyed staying at this location - close Times Square and Broadway. After years of traveling all around the world, I have never met a front desk this rude. Do not stay here if you will need to interact with the front desk - and don't even think of a late check out or changing your reservation. There are lots of good hotels in this neighborhood. So check all the other too.",0
 Better general maintenance of bathrooms The breakfast in the club room was simple but well provided and good,1
 Street noise but it was festive Tired carpet and furniture  Handy restaurant location was wonderful for walking everywhere ,1
 Nothing that I can think of  Everything in middle of the city centre cheap and very clean ,1
No Negative The location is great It is near Passeig de Gracia train station which makes it easy to get to from airport La Rambla is a nice wallking distance away Placa de Catalunya is also easy walking distance and from there you can get city bus tour rides The rooms are nice and clean the shower and bathroom is big You have access to a nice sun lounge area and pool The staff are very friendly and welcoming I will definitely stay there again when visiting Barcelona ,1
 Too much broken stuff door lock broken kettle sink tap in a basement with claustrophobic corridors  Location,0
 Only had two days but we are going back in a month  The staff were absolutely fantastic Henri was not only incredibly helpful he recommended a perfect restaurant 5 mins from the hotel but also very amusing and charming The location was perfect we walked everywhere Surrounded by amazing boutiques restaurants theatres Jardin de Luxembourg The breakfast room was very quaint and the food delicious eggs cooked to order fruit cereals pastries baguette cheese a feast It was more like staying with friends in a beautiful home than a hotel in a big city ,1
 Only the internet The speed is terrible Excellent place with marvelous view The best staff and services you may imagine for a hotel specially Ms Laura We reserved a room for 3 persons but they gave us a large suit looking to the main Catalonia square with the same price From time to time they ask for any special services they brought regularly mineral water everything was perfect Very good breakfast Really value for money Thanks for the good management of the hotel ,1
 They have charged me 600 for Someone else s booking and still havent refunded me yet When I went to the hotel to query the general manager called the police on me Two days later I still haven t had my refund and the none of the managers have even given me a courtesy call email  Nothing Rude general manager ,0
No Negative Very convenient location 1min from stazione centrale especially if you want to visit other places by trains Clean room and friendly staff Our room was ready from the time we arrived there 11 00 in the morning ,1
 Noisy room that cannot sleep well and very small space The cleaner has mistakenly taken my own face towel to laundry so I lost my towel and there is no compensation for it  The bed is large and comfortable and the room is tidy and clean,0
 I would ve preferred if the bed and sofa were different closed rooms Also a 24 hours room service would be great  Everything location room size wifi staff it was a great hotel ,1
 See above  There was no drawers or place to put clothes Was very noisy Staff was below the window making slot of noise No concierge Not very Helpful with tourist assistance Told me to pick up one of the brochures I actually walked over to the Hilton for advice They were really very nice and helpful ,0
 The bath in the room was broken The staff gave us the option to stay or move rooms When we chose Tom move we found the room was smaller and a bit of a downgrade overlooking the air conditioning We didn t say anything more as the move had taken an hour and we were already late for dinner but it seemed like the hotel was unwilling to provide any further compromise Additionally it doesn t have the facilities or service you would expect of a 5 hotel and we were assured that there is only a view if you book a suit otherwise if you book a standard room you overlook the back of the hotel  The room was cozy but very small and the hotel was very quiet whilst still being centrally located ,0
No Negative The rooms are spacious and well done up The staff is courteous but unfriendly and non accomodative Overall good hotel just have to be very very careful with every staff member and every penny you pay ,0
 To few staff at check out Lounge on 15th floor ,1
No Negative Fab spacious room super comfy bed in a great location,1
No Negative Excellent hotel from location to extremely confortable and very clean room Breakfast is wonderful with many selections I highly recommend this hotel ,1
 The staff were not informative or helpful Our requests for quiet room were met with a placement right next to the building works of the hotel and when contacted regarding adjoining room door which meant no soundproofing no assistance given Our room also had an additional portable bed placed in it which was not requested and made the room completely small We reduced our stay from 5 to 1 night and would never return Substandard on all levelsNo Positive,0
 Room superior double was smaller than we had expected and smaller than we had elsewhere for a similar price But then again it was central London And the colour scheme was beautiful and the room quiet  Location was great the interior decoration stunning staff was friendly and caring ambience was stylish but welcoming Breakfast until 10 30 there was a good choice at the buffet and the cooked breakfast was delicious Rather late check out time added to our stress free last day ,1
 No satellite tv in rooms not good if you don t understand French and some off the reception staff sometimes pretended not to understand the English language let me down at the end when the taxi I ask them to order for me never turned up at the time I needed it PANIC set in as I had to catch flight home  only thing which was worth going to France for was the food ,0
  Yes,1
 Staff room condition Location,0
 The service so strange they allocated me to another hotel on the day afternoon before I arrive I even don t have time to cancel or book a new one besides they took a deposit 84 already When I arrive I said I don t want change the hotel the receptionist said we have no idea what hell is this service Finally the manager manage a room for me but much smaller than the pics showed on booking com  None,0
 Had to wait a very long time to check in as staff were really slow No Positive,0
"I stayed for one night and it was very pleasant. Mr Thang was a thoughtful and affable man who made me feel instantly welcomed to the residence. The room was pretty neat like the photos. The house has lots of paintings and decor, which fulfilled my aesthetic needs, haha. I love that the kitchen was fully equipped, and there was a big balcony on the top floor for me and my friend to have dinner at. Everything was clean and restocked, so I have no complaints. Would consider checking in again next time for the value and price Linh currently offers. :)",1
 Slow elevators the recepiontists are doing everything theyvare the operators the concierge everything They also dont speak english fluently nor they have all the information required by the guests I loved the staff from the ssme hotel chain but in rome Location 8 minutes walking maximum from duomo and the city center also there are alot of shops nearby room cleanness room space that it has balconies good building i would recommend to stay here for sure but be prepared for the receptionists,1
No Negative The staff were extremely helpful from warming our burritos up to making cocktails that didn t even exist Really appreciated it We weren t really in the hotel for anything other than sleeping but we did have a meal on the first day and it was lovely Would definitely stay again ,1
 Overpriced Room opposite nightclub very disappointing especially as we were told it was an upgrade Beware  Location excellent for central Paris Clean room ,0
No Negative The location,0
 No mirror near socket for hair drying  Very comfortable bed good toiletries hairdryer tea making etc,1
 Sometimes there would be dust in the room  Location Service ,1
 For a couple there were only two pieces of coffee sugar and tea bags for an overnight stay The most inconvenient was that after having a bath the tub missed the part to release the plug to drain the water that meant we had to leave the dirty water in the tub Obviously it simply made the morning shower impossible It shouldn t have been like that  We appreciated the smoking facility inside the room the view from the heights was beautiful The room was clean bed was tidy and fresh ,0
"The room was good and the hotel is centrally located. But the restaurant is very expensive--only 
no problem if you are on expenses, which we weren't. And do not book theatres in the hotel. The idea
is good but there is a $ -- surcharge and you are not too far from the theatre area.",1
 Room is very plain and mine was in the section that had the worst view in the building overlooking the shopping mall from a low floor  Great value especially considering that the excellent breakfast buffet 30 Euros to buy by itself is included Hotel is conveniently located downtown and right next to the airport train ,1
 Noise from rambla not comfortable bed not value for money No Positive,0
No Negative Modern chic comfortable good breakfast good location,1
No Negative Really liked having the patio to relax in ,1
 After a day i would smell the sewerage kind of smell in the room Exhaust fans should be improved  The staff were very gracious and they made you feel at home ,1
 Nothing to mention The hotel is on the main street close to underground U3 and also the bus station which takes you to the city center in 7 8 minutes The shopping area Wien Mitte is also close to the hotel 10 15 min walking distance and you can find quite some shops in there It is also the main transport center to the airport S Bahn ,1
